id,created_at,source,original_text,lang,favorite_count,retweet_count,original_author,hashtags,user_mentions,place,place_coord_boundaries
1.16E+18,Sun Aug 11 15:05:59 +0000 2019,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","RT @Gaolata: RT @Ronald_vanLoon: What is #DeepLearning? [#INFOGRAPHICS] 
 by @MereteBuljo @Fisher85M @ipfconline1 | 

 #DL #AI #ArtificialIntelligence #ML #machineLearning #Robotics #DriverLess #Technology #Innovation #DataScience  

Cc: @tuautomotive @t… https://t.co/kuHypZFhAU",en,0,0,machine_ml,"DeepLearning, INFOGRAPHICS, DL, AI, ArtificialIntelligence, ML, machineLearning, Robotics, DriverLess, Technology, Innovation, DataScience","Gaolata, Ronald_vanLoon, MereteBuljo, Fisher85M, ipfconline1, TUAutomotive, t",,
1.16E+18,Sun Aug 11 15:05:26 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @rajat_shrimal: This Renault concept car showcases the technology in their future #AutonomousVehicles

#AI #Automation #Industry40 #Arti…",en,0,18,AITechmeme,"AutonomousVehicles, AI, Automation, Industry40",rajat_shrimal,"New York, USA",
1.16E+18,Sun Aug 11 15:05:06 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Ronald_vanLoon: What is #DeepLearning? [#INFOGRAPHICS] 
 by @MereteBuljo @Fisher85M @ipfconline1 | 

 #DL #AI #ArtificialIntelligence #…",en,0,19,Gaolata,"DeepLearning, INFOGRAPHICS, DL, AI, ArtificialIntelligence","Ronald_vanLoon, MereteBuljo, Fisher85M, ipfconline1",impact. com,
1.16E+18,Sun Aug 11 15:04:42 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @HeinzVHoenen: #AI #ML #SelfDrivingCars 

Researchers Have Developed An AI System That Knows If The Driver IsTtexting while Driving And…",en,0,6,ZorynaODonnell,"AI, ML, SelfDrivingCars",HeinzVHoenen,"Isle of Wight, United Kingdom",
1.16E+18,Sun Aug 11 15:02:59 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @TomHall: Cool, but

NO WAY!

🚔

#SelfDrivingCars #Saturday 

https://t.co/Op56fRdg3R",en,0,118,osumark,"SelfDrivingCars, Saturday",TomHall,"Oklahoma, USA",
1.16E+18,Sun Aug 11 15:01:07 +0000 2019,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","#SelfDriving cars and other #AutonomousVehicles are here to stay, and #MSPs have a significant opportunity to become guardians of their security. https://t.co/uE5kH4DaU4",en,0,0,SmarterMSP,"SelfDriving, AutonomousVehicles, MSPs",,,
1.16E+18,Sun Aug 11 15:00:37 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @TomHall: Cool, but

NO WAY!

🚔

#SelfDrivingCars #Saturday 

https://t.co/Op56fRdg3R",en,0,118,SJM0911,"SelfDrivingCars, Saturday",TomHall,,
1.16E+18,Sun Aug 11 14:58:58 +0000 2019,"<a href=""http://www.wiomax.com/AI"" rel=""nofollow"">WioCities1</a>","RT @ThomasFrey: In 2017, #Bosch and #Daimler teamed up to create a #driverless #valet service. That #prototype technology has just been giv…",en,0,2,WIOMAX_MD,"Bosch, Daimler, driverless, valet, prototype",ThomasFrey,United States,
1.16E+18,Sun Aug 11 14:58:48 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @TomHall: Cool, but

NO WAY!

🚔

#SelfDrivingCars #Saturday 

https://t.co/Op56fRdg3R",en,0,118,MI4EYP,"SelfDrivingCars, Saturday",TomHall,Staffordshire,
1.16E+18,Sun Aug 11 14:56:35 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @TomHall: Cool, but

NO WAY!

🚔

#SelfDrivingCars #Saturday 

https://t.co/Op56fRdg3R",en,0,118,crazylegsmike,"SelfDrivingCars, Saturday",TomHall,"Memphis, TN",
1.16E+18,Sun Aug 11 14:54:03 +0000 2019,"<a href=""http://www.digitalbit.in"" rel=""nofollow"">Digitalbit Desk</a>","RT @SpirosMargaris: Driverless Cars, #Chatbots, #ArtificialIntelligence: 

Where Is The Human Factor? 

https://t.co/hFl3pxfX87 #fintech #A…",en,0,3,sanketmraut,"Chatbots, ArtificialIntelligence, fintech",SpirosMargaris,Mumbai,
1.16E+18,Sun Aug 11 14:52:03 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @MikeQuindazzi: 35 #AI strategies from #Nations around the world, representing 90% of Global #GDP &gt;&gt;&gt; @holoniq via @MikeQuindazzi &gt;&gt;&gt; #M…",en,0,45,HelenOrgis,"AI, Nations, GDP","MikeQuindazzi, holoniq, MikeQuindazzi",Planet Erde,
1.16E+18,Sun Aug 11 14:49:13 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @Ronald_vanLoon: #FlyingCars are taking off
by @TheEconomist |

#Drones #AutonomousVehicles #AI #Robotics #IoT #Tech #Aerospace #4IR #Au…",en,0,62,Theconnecting,"FlyingCars, Drones, AutonomousVehicles, AI, Robotics, IoT, Tech, Aerospace, 4IR","Ronald_vanLoon, TheEconomist",Austin Texas,
1.16E+18,Sun Aug 11 14:47:52 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @AutonomyReport: https://t.co/GvWJEy5BdI
Domain name for Sale
#autonomous #autonomy #technology #DigitalTransformation #futuretech #AI #…",en,0,62,Onboard5G,"autonomous, autonomy, technology, DigitalTransformation, futuretech, AI",AutonomyReport,Domain name for Sale ,
1.16E+18,Sun Aug 11 14:47:50 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @AutonomyReport: https://t.co/y2ItPaywed #autonomy #autonomous #autonomousvehicle #autonomousvehicles #selfdrivingcar #selfdrivingcars #…,und,0,7,Onboard5G,"autonomy, autonomous, autonomousvehicle, autonomousvehicles, selfdrivingcar, selfdrivingcars",AutonomyReport,Domain name for Sale ,
1.16E+18,Sun Aug 11 14:47:47 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @AutonomyReport: What are the Levels of Autonomy for Self-Driving Vehicles? https://t.co/ivvtXNPSIQ via @RoboticBusiness #autonomy #auto…,en,0,10,Onboard5G,autonomy,"AutonomyReport, RoboticBusiness",Domain name for Sale ,
1.16E+18,Sun Aug 11 14:47:45 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @JeroenBartelse: Self-driving cars, robotic surgeries; the future 5G promises — internet connections so fast they'll support an entirely…",en,0,14,KouroshMeshgi,,JeroenBartelse,"Kyoto, Japan",
1.16E+18,Sun Aug 11 14:47:34 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @AutonomyReport: Autonomous boat makes oyster run https://t.co/Nm2BbQ4TnP #Autonomous #automation #business #entrepreneur #SiliconValley…,en,0,25,Onboard5G,"Autonomous, automation, business, entrepreneur, SiliconValley",AutonomyReport,Domain name for Sale ,
1.16E+18,Sun Aug 11 14:47:05 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @HeinzVHoenen: #AI #ML #SelfDrivingCars 

Researchers Have Developed An AI System That Knows If The Driver IsTtexting while Driving And…",en,0,6,FernandaKellner,"AI, ML, SelfDrivingCars",HeinzVHoenen,"Franca - SP, Brazil",
1.16E+18,Sun Aug 11 14:47:04 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @mvollmer1: Making motorcycles ""smart"" and safer with the help of #AI. Via @seeker #AI #transportation #AutonomousVehicles @Paula_Piccar…",en,0,107,sansuabraham,"AI, AI, transportation, AutonomousVehicles","mvollmer1, Seeker",,
1.16E+18,Sun Aug 11 14:45:12 +0000 2019,"<a href=""https://ho.com"" rel=""nofollow"">auto is the only way it can be </a>","RT @Ronald_vanLoon: #FlyingCars are taking off
by @TheEconomist |

#Drones #AutonomousVehicles #AI #Robotics #IoT #Tech #Aerospace #4IR #Au…",en,0,62,sectest9,"FlyingCars, Drones, AutonomousVehicles, AI, Robotics, IoT, Tech, Aerospace, 4IR","Ronald_vanLoon, TheEconomist","Hyderabad, India",
1.16E+18,Sun Aug 11 14:44:25 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Ronald_vanLoon: #FlyingCars are taking off
by @TheEconomist |

#Drones #AutonomousVehicles #AI #Robotics #IoT #Tech #Aerospace #4IR #Au…",en,0,62,alainjp08,"FlyingCars, Drones, AutonomousVehicles, AI, Robotics, IoT, Tech, Aerospace, 4IR","Ronald_vanLoon, TheEconomist",,
1.16E+18,Sun Aug 11 14:42:35 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @Paula_Piccard: This #robot can park your car at the airport  @CNNBusiness 
#ArtificialIntelligence #AI #AutonomousVehicles #ML #Robotic…",en,0,110,OlegMakarovv,"robot, ArtificialIntelligence, AI, AutonomousVehicles, ML","Paula_Piccard, CNNBusiness",Moscow,
1.16E+18,Sun Aug 11 14:37:09 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @mvollmer1: Making motorcycles ""smart"" and safer with the help of #AI. Via @seeker #AI #transportation #AutonomousVehicles @Paula_Piccar…",en,0,107,TechTweet24h,"AI, AI, transportation, AutonomousVehicles","mvollmer1, Seeker","Vijayawada, India",
1.16E+18,Sun Aug 11 14:30:02 +0000 2019,"<a href=""http://www.qnary.com"" rel=""nofollow"">Qnary.io</a>","As #AI processing becomes faster and more powerful, #AutonomousVehicles will become far more viable. After all, only cars that can keep up with the unpredictability of humans can be both autonomous AND safe. https://t.co/G8Qt84uDef",en,1,0,michaelbor,"AI, AutonomousVehicles",,"Richmond, VA",
1.16E+18,Sun Aug 11 14:29:18 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @nassimj: #selfdrivingcars will be so transformative and #AI is so smart: all we need to separate pedestrians with gates, track everythi…",en,0,3,Turing2014,"selfdrivingcars, AI",nassimj,London&Coventry,
1.16E+18,Sun Aug 11 14:27:34 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @ThomasFrey: In 2017, #Bosch and #Daimler teamed up to create a #driverless #valet service. That #prototype technology has just been giv…",en,0,2,MynaEdu,"Bosch, Daimler, driverless, valet, prototype",ThomasFrey,"Melbourne, Victoria",
1.16E+18,Sun Aug 11 14:26:15 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","In 2017, #Bosch and #Daimler teamed up to create a #driverless #valet service. That #prototype technology has just been given #clearance to operate throughout Germany.
https://t.co/ZPup1wZNsa https://t.co/B09A0tsCuy #keynotespeaker #futuretrends #futureofwork #futurejobs https://t.co/2LD7xJT0iy",en,1,2,ThomasFrey,"Bosch, Daimler, driverless, valet, prototype, clearance, keynotespeaker, futuretrends, futureofwork, futurejobs",,"Louisville, CO (Boulder)",
1.16E+18,Sun Aug 11 14:25:58 +0000 2019,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","In 2017, #Bosch and #Daimler teamed up to create a #driverless #valet service. That #prototype technology has just been given #clearance to operate throughout Germany.... https://t.co/ZPup1wIcAC",en,0,0,ThomasFrey,"Bosch, Daimler, driverless, valet, prototype, clearance",,"Louisville, CO (Boulder)",
1.16E+18,Sun Aug 11 14:24:49 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @TomHall: Cool, but

NO WAY!

🚔

#SelfDrivingCars #Saturday 

https://t.co/Op56fRdg3R",en,0,118,CarlosBaizabalR,"SelfDrivingCars, Saturday",TomHall,Mexico,
1.16E+18,Sun Aug 11 14:23:50 +0000 2019,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","Driverless Cars, #Chatbots, #ArtificialIntelligence: 

Where Is The Human Factor? 

https://t.co/hFl3pxfX87 #fintech #AI #MachineLearning #DeepLearning #AutonomousVehicles @BWBusinessworld https://t.co/11ITcfUSUs",en,1,3,SpirosMargaris,"Chatbots, ArtificialIntelligence, fintech, AI, MachineLearning, DeepLearning, AutonomousVehicles",BWBusinessworld,All Over the World,
1.16E+18,Sun Aug 11 14:21:53 +0000 2019,"<a href=""http://interdiscipl.org"" rel=""nofollow"">inter discipl</a>","RT @guidaautonoma: #Autonomous #Vehicles Company of the day: Robolink

@Robolinkinc
https://t.co/Jnrh0mH6Z9
#AVCotd #SmartCity #AI #IoT #Ro…",en,0,2,e_nterdiscipl,"Autonomous, Vehicles, AVCotd, SmartCity, AI, IoT","guidaautonoma, Robolinkinc",,
1.16E+18,Sun Aug 11 14:20:59 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","#Autonomous #Vehicles Company of the day: Robolink

@Robolinkinc
https://t.co/Jnrh0mH6Z9
#AVCotd #SmartCity #AI #IoT #Robotics #tech #5G #driverless #selfdriving #SelfDrivingCars #startup #technology #DriverlessCars #Robots #startups #transport #mobility #Travel #delivery #robot https://t.co/GW9jm15hQP",en,1,2,guidaautonoma,"Autonomous, Vehicles, AVCotd, SmartCity, AI, IoT, Robotics, tech, 5G, driverless, selfdriving, SelfDrivingCars, startup, technology, DriverlessCars, Robots, startups, transport, mobility, Travel, delivery, robot",Robolinkinc,Genova Italy,
1.16E+18,Sun Aug 11 14:20:32 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @HeinzVHoenen: #AI #ML #SelfDrivingCars 

Researchers Have Developed An AI System That Knows If The Driver IsTtexting while Driving And…",en,0,6,BahSerign,"AI, ML, SelfDrivingCars",HeinzVHoenen,"Bakoteh, The Gambia",
1.16E+18,Sun Aug 11 14:19:51 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @SpirosMargaris: Why #ArtificialIntelligence Is Not Enough 

to Create Fully #AutonomousCars For Now — Here’s Why 

https://t.co/iZaFLvc…",en,0,5,SpirosMargaris,"ArtificialIntelligence, AutonomousCars",SpirosMargaris,All Over the World,
1.16E+18,Sun Aug 11 14:19:19 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#AI #ML #SelfDrivingCars 

Researchers Have Developed An AI System That Knows If The Driver IsTtexting while Driving And Acts Accordingly

TY, MT @FrRonconi &amp; @evankirstel
cc @Paula_Piccard @pascal_bornet @enricomolinari @Ltd_To_Two @IIoT_World @andy_fitze https://t.co/M5femCvpCu",en,5,6,HeinzVHoenen,"AI, ML, SelfDrivingCars","FrRonconi, evankirstel, Paula_Piccard, pascal_bornet, enricomolinari, Ltd_To_Two, IIoT_World, andy_fitze","Zurich, Switzerland",
1.16E+18,Sun Aug 11 14:18:21 +0000 2019,"<a href=""http://www.linkedin.com/"" rel=""nofollow"">LinkedIn</a>","#Nissan’s #ProPilot is a smart name for a #ProDriverAssist...
#Renesas and #MobilEye Provide the Brains of #Nissan’s Hands-Free ProPilot 2.0 #ADAS
Automotive-centric SOCs  power the system.  #selfdrivingcars #disruptiveinnovations
By Bertel Schmitt https://t.co/TWzPAJYMMQ",en,0,0,christophecazes,"Nissan, ProPilot, ProDriverAssist, Renesas, MobilEye, Nissan, ADAS, selfdrivingcars, disruptiveinnovations",,France,
1.16E+18,Sun Aug 11 14:17:03 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @marcusborba: You can test Self-Driving Cars without actually hitting the streets
by @Seeker
 
#SelfDrivingCars #ArtificialIntelligence…",en,0,12,ali_hasany,"SelfDrivingCars, ArtificialIntelligence","marcusborba, Seeker","Dubai, UAE",
1.16E+18,Sun Aug 11 14:15:46 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @mvollmer1: Elon Musk’s new ‘robo-taxi’ plan for #Tesla self-driving cars is game-changing - Is it?

#SelfDriving #Driverless #Autonomou…",en,0,11,maulikdave26,"Tesla, SelfDriving, Driverless",mvollmer1,AHMEDABAD,
1.16E+18,Sun Aug 11 14:12:48 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Ronald_vanLoon: What is #DeepLearning? [#INFOGRAPHICS] 
 by @MereteBuljo @Fisher85M @ipfconline1 | 

 #DL #AI #ArtificialIntelligence #…",en,0,19,lkokthon,"DeepLearning, INFOGRAPHICS, DL, AI, ArtificialIntelligence","Ronald_vanLoon, MereteBuljo, Fisher85M, ipfconline1",,
1.16E+18,Sun Aug 11 14:12:44 +0000 2019,"<a href=""https://google.com"" rel=""nofollow"">pradeep12323132</a>","RT @Ronald_vanLoon: What is #DeepLearning? [#INFOGRAPHICS] 
 by @MereteBuljo @Fisher85M @ipfconline1 | 

 #DL #AI #ArtificialIntelligence #…",en,0,19,Pradeep_IBM,"DeepLearning, INFOGRAPHICS, DL, AI, ArtificialIntelligence","Ronald_vanLoon, MereteBuljo, Fisher85M, ipfconline1",,
1.16E+18,Sun Aug 11 14:11:53 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Paula_Piccard: This #robot can park your car at the airport  @CNNBusiness 
#ArtificialIntelligence #AI #AutonomousVehicles #ML #Robotic…",en,0,110,AVEyzaguirre,"robot, ArtificialIntelligence, AI, AutonomousVehicles, ML","Paula_Piccard, CNNBusiness","Santiago, CHILE.",
1.16E+18,Sun Aug 11 14:11:42 +0000 2019,"<a href=""https://script.google.com/macros/s/AKfycbx4vGUVr8-ffs5hEehcDk9bs6qgNF12LQGYA-DNXR98KM8VKVBF/exec"" rel=""nofollow"">AMH-RT</a>","RT @pushpeshjha: [#DeepLearning]
Reinforcement Learning Explained: Overview, Comparisons and Applications in Business
https://t.co/QjRtvKv7…",en,0,2,AndyHorvitz,DeepLearning,pushpeshjha,Massachusetts,
1.16E+18,Sun Aug 11 14:10:46 +0000 2019,"<a href=""https://google.com"" rel=""nofollow"">pradeep12323132</a>","RT @claudiomkd: What is #DeepLearning? [#INFOGRAPHICS] 
 by MereteBuljo Fisher85M ipfconline1 | 

 #DL #AI #ArtificialIntelligence #ML #mac…",en,0,4,Pradeep_IBM,"DeepLearning, INFOGRAPHICS, DL, AI, ArtificialIntelligence, ML",claudiomkd,,
1.16E+18,Sun Aug 11 14:09:35 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @TomHall: Cool, but

NO WAY!

🚔

#SelfDrivingCars #Saturday 

https://t.co/Op56fRdg3R",en,0,118,MS7PhMcR15KkYKl,"SelfDrivingCars, Saturday",TomHall,"Near Tokyo, Japan",
1.16E+18,Sun Aug 11 14:08:56 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @alvinfoo: The future of #Transportation 

#AI #AutonomousVehicles #SmartCities #futureofwork 

@MusicComposer1 @Paula_Piccard @Fabrizio…",en,0,117,AVEyzaguirre,"Transportation, AI, AutonomousVehicles, SmartCities, futureofwork","alvinfoo, MusicComposer1, Paula_Piccard","Santiago, CHILE.",
1.16E+18,Sun Aug 11 14:04:40 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @mvollmer1: Making motorcycles ""smart"" and safer with the help of #AI. Via @seeker #AI #transportation #AutonomousVehicles @Paula_Piccar…",en,0,107,mferreira680,"AI, AI, transportation, AutonomousVehicles","mvollmer1, Seeker","Las Vegas, NV",
1.16E+18,Sun Aug 11 14:03:34 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @mvollmer1: Making motorcycles ""smart"" and safer with the help of #AI. Via @seeker #AI #transportation #AutonomousVehicles @Paula_Piccar…",en,0,107,AVEyzaguirre,"AI, AI, transportation, AutonomousVehicles","mvollmer1, Seeker","Santiago, CHILE.",
1.16E+18,Sun Aug 11 14:01:15 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @Ronald_vanLoon: #FlyingCars are taking off
by @TheEconomist |

#Drones #AutonomousVehicles #AI #Robotics #IoT #Tech #Aerospace #4IR #Au…",en,0,62,auwalup,"FlyingCars, Drones, AutonomousVehicles, AI, Robotics, IoT, Tech, Aerospace, 4IR","Ronald_vanLoon, TheEconomist",Nigeria,
1.16E+18,Sun Aug 11 14:01:02 +0000 2019,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","[#DeepLearning]
Reinforcement Learning Explained: Overview, Comparisons and Applications in Business
https://t.co/QjRtvKv7SO @topbots HT @pierrepinna @ipfconline1
#AI #MachineLearning #DataScience #Robotics #Fintech #CX #AutonomousVehicles #Industry40
Cc @DeepLearn007 @schmarzo https://t.co/5PKzbWHxUc",en,0,2,pushpeshjha,"DeepLearning, AI, MachineLearning, DataScience, Robotics, Fintech, CX, AutonomousVehicles, Industry40","topbots, pierrepinna, ipfconline1, DeepLearn007, schmarzo",India,
1.16E+18,Sun Aug 11 14:00:12 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @TomHall: Cool, but

NO WAY!

🚔

#SelfDrivingCars #Saturday 

https://t.co/Op56fRdg3R",en,0,118,DjakMomo,"SelfDrivingCars, Saturday",TomHall,"Lille, France",
1.16E+18,Sun Aug 11 13:59:52 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @AutonomyReport: Inside the New World of Autonomous Vehicles https://t.co/M351vZkZ9h #Autonomy #automation #autonomous #AutonomousVehicl…,en,0,32,PostalRobot,"Autonomy, automation, autonomous",AutonomyReport,Domain Name for Sale,
1.16E+18,Sun Aug 11 13:59:03 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @mvollmer1: Making motorcycles ""smart"" and safer with the help of #AI. Via @seeker #AI #transportation #AutonomousVehicles @Paula_Piccar…",en,0,107,SirSaleemtown,"AI, AI, transportation, AutonomousVehicles","mvollmer1, Seeker","Dubai, United Arab Emirates",
1.16E+18,Sun Aug 11 13:53:23 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @mvollmer1: Making motorcycles ""smart"" and safer with the help of #AI. Via @seeker #AI #transportation #AutonomousVehicles @Paula_Piccar…",en,0,107,DjakMomo,"AI, AI, transportation, AutonomousVehicles","mvollmer1, Seeker","Lille, France",
1.16E+18,Sun Aug 11 13:51:29 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @McKinsey_CPI: #Autonomousvehicles hold significant promise for reducing both traffic congestion and emissions. However, leaders must ma…",en,0,2,aldosantiago,Autonomousvehicles,McKinsey_CPI,coffee land,
1.16E+18,Sun Aug 11 13:49:17 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Paula_Piccard: This #robot can park your car at the airport  @CNNBusiness 
#ArtificialIntelligence #AI #AutonomousVehicles #ML #Robotic…",en,0,110,itsec79,"robot, ArtificialIntelligence, AI, AutonomousVehicles, ML","Paula_Piccard, CNNBusiness",,
1.16E+18,Sun Aug 11 13:48:24 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @JeroenBartelse: Self-driving cars, robotic surgeries; the future 5G promises — internet connections so fast they'll support an entirely…",en,0,42,AlliBodeYusuf,,JeroenBartelse,Nigeria,
1.16E+18,Sun Aug 11 13:47:49 +0000 2019,"<a href=""https://www.malliard.com/category/topical/"" rel=""nofollow"">tmr.topical</a>","RT @blaqsbi: Post: (BPRW) Will Self-Driving Cars Help or Harm Our Communities? | Black PR Wire, Inc.: (Black PR Wire) - Washington, DC -- I…",en,0,2,spark_radio_DC,,blaqsbi,"Washington, DC",
1.16E+18,Sun Aug 11 13:45:35 +0000 2019,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","Post: (BPRW) Will Self-Driving Cars Help or Harm Our Communities? | Black PR Wire, Inc.: (Black PR Wire) - Washington, DC -- In cities like Washington, D.C., the arrival of self-driving vehicles has the potential to… https://t.co/OQhFKzbzWM #BPRWWill #SelfDrivingCars #HelpHarm",en,0,2,blaqsbi,"BPRWWill, SelfDrivingCars, HelpHarm",,"Charlotte, NC",
1.16E+18,Sun Aug 11 13:41:34 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @mvollmer1: Testing #ArtificialIntelligence of #autonomousvehicles in artificial environment. Via @seeker #AI #IoT 
@pascal_bornet @Hein…",en,0,57,D_T_institute,"ArtificialIntelligence, autonomousvehicles, AI, IoT","mvollmer1, Seeker, pascal_bornet","Amsterdam, The Netherlands",
1.16E+18,Sun Aug 11 13:39:24 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @rajat_shrimal: This Renault concept car showcases the technology in their future #AutonomousVehicles

#AI #Automation #Industry40 #Arti…",en,0,18,WaynePDD,"AutonomousVehicles, AI, Automation, Industry40",rajat_shrimal,"Indianapolis, Indiana",
1.16E+18,Sun Aug 11 13:39:18 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @SpirosMargaris: Why #ArtificialIntelligence Is Not Enough 

to Create Fully #AutonomousCars For Now — Here’s Why 

https://t.co/iZaFLvc…",en,0,5,syedkami70,"ArtificialIntelligence, AutonomousCars",SpirosMargaris,"Florida, USA",
1.16E+18,Sun Aug 11 13:37:47 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @TomHall: Cool, but

NO WAY!

🚔

#SelfDrivingCars #Saturday 

https://t.co/Op56fRdg3R",en,0,118,KevinBa17113993,"SelfDrivingCars, Saturday",TomHall,"Braintree, MA",
1.16E+18,Sun Aug 11 13:37:28 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","👉 #autonomous #autonomousdriving #AutonomousVehicles
Apple zatrudnia dodatkowych pracowników do testowania autonomicznych samochodów https://t.co/Mm0mWoQzrM",pl,0,0,oto_pv,"autonomous, autonomousdriving, AutonomousVehicles",,"Toruń, Poland ",
1.16E+18,Sun Aug 11 13:36:03 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @alvinfoo: The future of #Transportation 

#AI #AutonomousVehicles #SmartCities #futureofwork 

@MusicComposer1 @Paula_Piccard @Fabrizio…",en,0,117,sofullah82,"Transportation, AI, AutonomousVehicles, SmartCities, futureofwork","alvinfoo, MusicComposer1, Paula_Piccard",Bogra,
1.16E+18,Sun Aug 11 13:31:54 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @evankirstel: 🚜 Not your grandfather’s tractor #ai #AutonomousVehicles #AgTech #farming #agriculture   https://t.co/Sd7Hz4j2um,en,0,76,luisharoldo,"ai, AutonomousVehicles, AgTech, farming, agriculture",evankirstel,Florianópolis,
